지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
101,춘천,2025-03-22,13,2.2,654,22.4,1459,,,,,,,9.8,200,1830,6.2,200,1831,2,1711,200,-.2,20,1611,44.5,6,999.9,1011.1,725,1005.2,1520,1008.9,12.2,10.8,1200,2.85,19.95,,,,,,0,0,11.3,-2.8,9.9,9.6,8.4,7.1,5.6,5.3,6.9,12.1,15.8,4.3,6.2,,,
101,춘천,2025-03-23,13.1,2.5,555,24.3,1546,,,,,,,6.8,200,1720,2.8,200,1722,1,834,320,.4,17,1548,48.3,6.3,1000.4,1013.6,850,1006.3,1623,1009.5,12.3,9.6,1200,2.87,19.98,,,,,,2.9,.8,12.1,-2.7,10.5,10.1,9.1,7.9,6.5,5.5,6.9,12,15.8,3.5,5,,,
101,춘천,2025-03-24,15,7.7,604,22.7,1427,,,,,,,7.3,200,1843,4.5,200,1850,1.6,1405,230,3.6,25,1523,50,8,993.5,1007.2,21,998.3,1540,1002.4,12.3,7.8,1300,2.69,17.71,,,,,,4.5,1.8,13.7,3.9,12,11.8,10.6,9.2,7.4,5.8,7,12,15.8,4,5.7,,,
101,춘천,2025-03-25,13.7,9.2,600,21.3,1447,,,,,,,14,200,1602,8,200,1608,2.5,2189,200,4.1,30,1444,55.5,8.3,990.9,1004.4,2400,991.4,1515,999.8,12.3,3.1,1100,1.88,12.03,,,,,,4.5,1.3,12.5,7,12,11.9,11.1,10,8.3,6.1,7.1,12,15.9,2.9,4.1,,,
101,춘천,2025-03-26,12.5,2.1,644,23,1701,,,,,,,3.7,320,728,2.5,320,730,.9,792,270,.9,18,1638,51.5,6.6,995.3,1009.9,847,999.6,2206,1004.4,12.4,10.2,1300,2.84,19.73,,,,,,3.9,.4,13,-3,11.7,11.3,10.7,9.9,8.7,6.5,7.2,12,15.8,3.6,5.1,,,
101,춘천,2025-03-27,13.4,9,2351,19.7,1541,,,,,,.2,6.3,290,239,4.1,320,2211,1.6,1379,320,4.2,26,1842,55.5,8.5,991.9,1006.8,2311,998.3,546,1000.9,12.4,1.3,1400,1.59,8.22,,,,,,8.9,4.6,13.2,5.8,12.4,12.1,11.4,10.5,9.2,6.9,7.3,11.9,15.7,1.9,2.7,.2,,
101,춘천,2025-03-28,7,3.3,2400,12.8,1515,,,,,,.9,11.9,320,1537,7,270,1551,2.4,2109,200,-4.7,8,1616,49.5,4.8,1004,1019.6,2353,1006.6,1,1013.3,12.5,5.8,1300,2.94,14.2,,,,,,6.3,3.8,10.1,-3.7,10.9,10.9,10.8,10.5,9.5,7.3,7.5,11.9,15.7,3,4.3,.9,,
101,춘천,2025-03-29,1.3,-4,538,7,1054,,,,,,.7,13,250,1650,8.6,270,1708,2.7,2323,250,-9.8,11,1733,48.9,3.2,1012.2,1026.3,2313,1018.3,1558,1021.8,12.5,8.5,1000,2.58,17.92,,,,,,2.4,.5,3.8,-9.8,6.7,7.1,7.9,8.8,9.2,7.6,7.7,11.9,15.7,2.8,4.1,.7,,
101,춘천,2025-03-30,1,-5.8,651,5.8,1203,,,,,,.1,8.8,230,1235,5.1,250,1152,1.8,1538,180,-6.9,21,945,57.6,3.8,1018.1,1029.7,853,1025.4,1852,1027.7,12.5,5,1000,2.54,14.05,,,,,,2.8,.6,2.2,-11.7,5.3,5.5,6.2,7.2,8.3,7.8,7.8,11.9,15.8,1.7,2.4,.1,,
101,춘천,2025-03-31,5.2,-4.7,619,14.4,1508,,,,,,,6.9,180,1650,4.6,270,1514,1.4,1252,200,-5.9,21,1758,52,4,1015.9,1028.3,43,1021.1,1625,1025.3,12.6,10.5,1200,3.08,22.7,,,,,,2.5,.8,6.4,-10.1,6.8,6.7,6.5,6.7,7.6,7.9,8,11.9,15.7,3.6,5.1,,,
104,북강릉,2025-03-01,9.9,6,2046,14.6,1308,,,,,,,4.9,140,1317,2.8,110,1318,1.1,911,180,-2.3,26,1429,44.6,5.4,1007.6,1018.9,102,1013.6,1540,1016.7,11.4,3.1,1300,2.06,10.45,,,,,,5.4,3.9,7.5,.8,6.5,5.9,5.4,4.7,4.2,4.6,6.4,11,14.9,1.8,2.6,,{햇무리}0720-0930. {햇무리}1040-1120. {햇무리}1210-1245.,
104,북강릉,2025-03-02,5.6,.4,2152,11.6,431,10.25,,,,,14.7,7.2,360,1749,3.7,360,1128,1.1,986,20,-.1,36,345,71.8,6.2,1012,1026,1938,1014.5,256,1021.4,11.4,.1,900,.54,1.9,4.8,2400,4.8,2400,4.8,9.4,9.4,3.8,0,4.4,4.7,5.4,5.1,4.7,4.8,6.5,11,14.9,.5,.7,32.1,{박무}1005-{박무}{강도0}1200-1250. {박무}1315-{박무}{강도0}1500-{박무}{강도0}1800-1920. {비}1345-{비}{강도0}1500-{얼음싸라기}1555-{진눈깨비}1740-{진눈깨비}{강도0}1800-{싸락눈}1855-{눈}1915-{시정(미만)}{1km}{눈}2010-{시정(이상)}{1km}{눈}2015-{시정(미만)}{1km}{눈}2025-{시정(이상)}{1km}{눈}2055-{눈}{강도0}2100-{시정(미만)}{1km}{눈}2140-{시정(이상)}{1km}{눈}2155-{시정(미만)}{1km}{눈}2205-{시정(이상)}{1km}{눈}2225-{싸락눈}2240-{시정(미만)}{1km}{싸락눈}2255-{시정(이상)}{1km}{싸락눈}2305-{눈}2345- {눈}{강도0}2400-,
104,북강릉,2025-03-03,.9,-.4,1946,1.8,1313,8.25,,,,,17.4,5.6,360,715,2.2,20,1137,1,903,50,-3,62,1514,75.6,4.9,1019.2,1030.6,1223,1024.4,240,1028.8,11.5,0,1100,.91,5.32,13.5,700,18.3,700,13.5,9.5,8.6,.4,0,1.7,2.3,3.8,4.4,3.8,5,6.5,10.9,14.9,.7,1,,-{눈}-{시정(미만)}{1km}{눈}0005- {시정(미만)}{0.5km}{눈}0020-{시정(이상)}{0.5km}{눈}0030-{시정(이상)}{1km}{눈}0210-{시정(미만)}{1km}{눈}0250-{시정(미만)}{0.5km}{눈}0255-{눈}{강도1}0300-{시정(이상)}{0.5km}{눈}0310-{시정(이상)}{1km}{눈}0420-{시정(미만)}{1km}{눈}0440-{시정(이상)}{1km}{눈}0515-{눈}{강도0}0600-{진눈깨비}0705-0815.,
104,북강릉,2025-03-04,1.7,.4,111,3,1104,13.17,,,,,12.4,5.1,110,817,2.8,290,2346,1.1,910,70,-1.1,60,941,82.6,5.7,1016.3,1030.2,10,1022.9,1924,1025.8,11.5,0,1400,.38,2.55,.9,2400,14.7,1,1.1,9.8,9.5,.3,0,1.1,1.6,3,3.6,2.9,5.1,6.5,10.8,14.7,.4,.6,28.6,{진눈깨비}1005-{눈}1130-{눈}{강도0}1200-{눈}{강도0}1500-{진눈깨비}1735-{비}1740-{진눈깨비}1750-{진눈깨비}{강도0}1800-{비}1830-1925. {비}2010-{비}{강도0}2100-{진눈깨비}2250-{눈}2255-{눈}{강도0}2400-,
104,북강릉,2025-03-05,1.5,0,2337,3.8,1356,17.25,,,,,17.9,6.6,340,1427,2.6,360,1434,1.1,969,320,.3,75,1428,92,6.2,1014.6,1025.3,2235,1022.5,1546,1024.1,11.5,0,1200,1.56,7.54,4.2,800,18.3,600,4.2,8.4,8.3,.1,-.1,.7,1.1,2.5,3,2.4,5,6.6,10.8,14.7,.8,1.1,1.7,-{진눈깨비}-{진눈깨비}0140-{눈}0210-{시정(미만)}{1km}{눈}0235-{시정(이상)}{1km}{눈}0244-{눈}{강도1}0300-{눈}{강도0}0600-{진눈깨비}0610-{눈}0730-{눈}{강도0}0900-{진눈깨비}1125-{비}1135-{비}{강도0}1200-1250. {비}1445-{비}{강도0}1500-1610. {비}1750-{비}{강도0}1800-2015. {비}2040-{비}{강도0}2100-2115.,
104,북강릉,2025-03-06,2.2,-.7,2313,6,1354,,,,,,,4.5,50,1400,2.5,20,1130,.9,817,20,-1.4,58,1104,77.3,5.5,1016.9,1028,2357,1024.5,11,1026.4,11.6,6.6,1200,2.78,15.16,,,12.8,1,,5.3,4.4,.1,-.2,.7,1,2.2,2.7,2,4.8,6.5,10.7,14.6,1.5,2.1,,,
104,북강릉,2025-03-07,3.4,-1.8,621,7.4,1346,,,,,,,6.7,140,1524,3.4,110,1527,1,868,110,-1.9,47,937,68.8,5.4,1018.6,1030.1,846,1026.8,2321,1028.1,11.6,7.1,1200,2.78,15.5,,,9.3,1,,5.3,2.5,0,-2.8,.5,.8,2,2.4,1.7,4.7,6.5,10.6,14.5,1.7,2.4,,,
104,북강릉,2025-03-08,5.5,1.7,2342,9.1,1504,,,,,,,4.6,360,1314,2.9,360,1314,1,879,180,-.7,46,2256,65.1,5.9,1015.3,1027,8,1022.7,1642,1024.7,11.7,6.9,1100,2,13.8,,,6.2,1,,5.3,1.9,2.7,-5,2.1,2.1,2.3,2.4,1.6,4.5,6.5,10.5,14.4,1.7,2.4,,{햇무리}0850-1020. {햇무리}1050-1130.,
104,북강릉,2025-03-09,5.8,2.1,2257,10.4,1305,,,,,,,4.9,70,1122,2.4,20,1107,1.1,923,180,-3.1,30,1000,54.1,4.9,1019.5,1030.8,1046,1026.1,1,1028.9,11.7,10.6,1200,2.85,19.23,,,1.6,1,,.4,0,4.8,-4,4,3.6,3.4,3,1.9,4.4,6.4,10.5,14.4,2.7,3.8,,,
104,북강릉,2025-03-10,9.4,1.4,36,16.1,1334,,,,,,,7.8,250,1206,3.8,230,1206,1.6,1394,180,-2.1,21,1405,46.1,5.3,1014.9,1028.5,1,1020.8,2358,1024.1,11.7,10.6,1200,2.89,19.71,,,,,,.6,0,6.1,-4,5.8,5.2,4.7,4,3.1,4.4,6.4,10.5,14.4,3.7,5.3,,,
104,북강릉,2025-03-11,10.3,4.7,535,16.8,1113,,,,,,,6.6,140,1455,3.7,140,1405,1.3,1143,110,-4.7,12,1106,36,4.4,1009.1,1020.9,1,1015.5,2357,1018.2,11.8,10.6,1200,2.85,19.67,,,,,,1.4,0,7.5,-1.2,7.1,6.6,6.1,5.2,4.4,4.7,6.4,10.5,14.4,3.7,5.2,,{연무}1950-{연무}{강도0}2100-2110.,
104,북강릉,2025-03-12,12.9,7.2,11,18.3,1330,,,,,,,10.1,250,2138,5.9,270,2143,1.7,1435,290,-2.8,23,959,33.8,5.1,1003.9,1016.6,2356,1009.5,1559,1012.9,11.8,9.1,1200,2.84,18.51,,,,,,4.4,1.1,10.2,2,8.8,8.1,7.2,6.2,5.5,5,6.4,10.4,14.3,4.3,6.1,,,
104,북강릉,2025-03-13,9.7,5.3,2102,13.5,1154,,,,,,,8.7,270,306,4,290,308,1.5,1313,290,-9.7,14,939,26,3,1011.5,1023.8,2342,1016.5,1,1020.7,11.9,9.9,1100,2.86,19.32,,,,,,4.1,0,8.9,.1,8.5,8.3,8,7.2,6.5,5.4,6.5,10.5,14.4,3.6,5.2,,{달무리}0440-0515. {채운}1115-1125. {햇무리}1210-1340. {햇무리}1440-1510. {햇무리}1545-1640. {채운}1740-1750.,
104,북강릉,2025-03-14,8,4.5,2228,11.5,1212,,,,,,,7.8,110,1549,4.1,110,1605,1.6,1360,90,-1.6,30,204,52.1,5.5,1018.6,1030,1055,1023.5,5,1027.9,11.9,10.2,1200,2.9,19.7,,,,,,3.4,.3,8.7,-1.5,8.2,8,8,7.4,6.5,5.7,6.6,10.4,14.3,2.6,3.7,,,
104,북강릉,2025-03-15,7,4.3,107,10.6,1055,3.83,,,,,0,9.8,110,1141,5.2,110,1214,1.7,1497,140,1.2,47,1057,67.8,6.7,1015.5,1028.4,1,1020,2357,1024.8,11.9,1.5,1000,2.04,7.85,,,,,,9.4,6.3,6.8,1.8,7.1,7.3,7.8,7.6,6.9,6.1,6.9,10.5,14.4,1.4,1.9,2.9,{비}1945-{비}{강도0}2100-2335.,
104,북강릉,2025-03-16,3.9,.3,2355,6.5,113,18.75,,,,,5.9,11.4,250,1914,5.4,270,1914,1.4,1171,140,2.1,59,2003,88.6,7.2,1002.1,1020,1,1007.9,1907,1011.4,12,0,1000,.79,3.72,1.5,2400,1.5,2400,1.5,10,9.3,5.8,-.1,6.1,6.5,7.4,7.3,6.8,6.3,7,10.5,14.3,.6,.9,19.9,{비}0120-{비}{강도0}0300-0355. {비}0435-{비}{강도0}0600-{비}{강도0}0900-{이슬비}1005-{비}1055-{비}{강도0}1200-{비}{강도0}1500-1740. {박무}0505-{박무}{강도0}0600-{박무}{강도0}0900-1005. {박무}1035-1140. {눈}2055-{눈}{강도0}2100-{눈}{강도0}2400-,
104,북강릉,2025-03-17,2.7,-.1,57,6.3,1541,8,,,,,16.9,11.1,360,301,5.2,360,309,1.8,1551,320,-4.1,29,1711,64.8,4.7,1005.8,1016.8,919,1010.2,1,1015.2,12,7.5,1300,2.21,16.64,19.4,600,20.9,600,21.4,7.4,5.9,.6,-.3,3,3.9,5.7,6.4,5.8,6.5,7,10.4,14.2,1.9,2.7,.1,-{눈}-{시정(미만)}{1km}{눈}0040-{시정(미만)}{0.5km}{눈}0105-{시정(미만)}{0.2km}{눈}0155-{시정(이상)}{0.2km}{눈}0220-{시정(이상)}{0.5km}{눈}0235-{시정(이상)}{1km}{눈}0255-{눈}{강도2}0300-{시정(미만)}{1km}{눈}0350-{시정(이상)}{1km}{눈}0410-{싸락눈}0455-{시정(미만)}{1km}{싸락눈}0505-{시정(이상)}{1km}{싸락눈}0545-{눈}0555-{눈}{강도1}0600-0710. {눈}1140-1150. {눈}1210-1250.,
104,북강릉,2025-03-18,.8,-1.2,708,3.1,1032,11.87,,,,,6.7,9.8,360,1503,5.5,360,1203,1.8,1525,360,-2.3,47,338,80.3,5.2,1006.2,1021.8,2359,1012.2,1237,1015.6,12.1,3.8,1000,1.97,8.06,3.3,1400,9.3,1400,4.6,7.3,5.1,.8,-.6,2.1,2.7,4.4,5.1,4.4,6.4,7.1,10.2,14.1,.8,1.2,6.6,{눈}0315-{눈}{강도0}0600-0610. {눈}1148-{눈}{강도0}1200-{시정(미만)}{1km}{눈}1240-{시정(미만)}{0.5km}{눈}1252-{시정(이상)}{0.5km}{눈}1257-{시정(이상)}{1km}{눈}1334-{눈}{강도0}1500-{시정(미만)}{1km}{눈}1554-{시정(이상)}{1km}{눈}1606-{시정(미만)}{1km}{눈}1756-{시정(미만)}{1km}{눈}{강도1}1800-{시정(이상)}{1km}{눈}1804-2045.,
104,북강릉,2025-03-19,2.2,-3.4,538,6.2,1436,,,,,,,5.2,110,1257,2.4,50,1509,1.2,1041,230,-6,36,2230,57.1,3.9,1012.1,1023.6,909,1020.1,1556,1021.5,12.1,11.1,1300,2.79,19.89,,,8.4,1,,.5,.5,1.7,-4.3,2.2,2.5,3.8,4.4,3.6,6.2,7.2,10.3,14.1,2.4,3.5,,,
104,북강릉,2025-03-20,9.8,1,33,16.1,1418,,,,,,,13.3,290,1303,6.4,270,2152,2.3,2007,180,-3.6,24,1351,40,4.7,1004.9,1020.4,29,1009.4,1834,1014,12.1,11.2,1200,2.99,21.59,,,1.7,1,,1.9,.8,6.3,-2.9,5.2,4.7,4.4,4.3,3.2,6,7.1,10.1,14,4.5,6.4,,,
104,북강릉,2025-03-21,15.6,7.5,530,21.2,1433,,,,,,,12.8,270,228,7.1,270,1410,3,2613,250,-1.8,16,1220,31.8,5.4,998,1010.6,126,1003.2,1849,1006.8,12.2,11.3,1100,2.86,20.37,,,,,,1.3,.1,11,3.1,9.1,8.2,6.9,5.9,5.1,5.9,7.2,10.2,14,6.1,8.8,,{연무}0320-0445.,
104,북강릉,2025-03-22,19.3,11.8,431,25.7,1446,,,,,,,12.2,250,623,6.5,250,733,3.1,2680,270,-2.3,16,1417,23.5,5.2,996.1,1006.9,2332,1002.2,1526,1004.9,12.2,11.1,1200,2.98,21.19,,,,,,.5,0,13.7,6.7,11.8,10.7,9,7.7,7.1,6,7.2,10.2,14,6.3,8.9,,,
104,북강릉,2025-03-23,11,7.8,2135,18.4,236,,,,,,,10.5,270,204,5.4,270,209,1.4,1205,110,5.2,22,29,71.8,9.1,1001,1013.6,945,1006.3,111,1010.1,12.3,10.4,1200,2.94,20.7,,,,,,3,0,13.4,5.1,12,11.3,10.3,9,8.4,6.4,7.3,10.3,14,2.3,3.3,,,
104,북강릉,2025-03-24,16.7,7.3,542,24.3,1321,,,,,,,14.2,270,1540,8.5,250,1547,2.7,2326,250,2.6,19,1406,46.3,7.5,991.7,1007.5,1,996.4,1535,1000.5,12.3,5.5,1300,2.75,14.64,,,,,,6.3,4.4,13,6.2,12,11.4,10.6,9.7,9.1,6.9,7.4,10.3,14.1,5.1,7.3,,{박무}0225-{박무}{강도0}0300-{박무}{강도0}0600-0830. {황사}2110-{황사}{강도0}2400-,
104,북강릉,2025-03-25,10.4,5.8,2242,22.4,1717,,,,,,,16,290,1730,8.9,270,1739,1.6,1389,360,5.5,32,1717,73,9.1,989.9,1002.8,611,989.2,1702,998.9,12.3,8.6,1100,2.57,17.81,,,,,,3.8,.8,13.3,3.1,12.2,11.9,11.3,10.3,9.6,7.3,7.5,10.3,14,2.4,3.4,,-{황사}-{황사}{강도0}0300-{황사}{강도0}0600-0820.,
104,북강릉,2025-03-26,9.9,4.7,608,15.3,1507,,,,,,,7.2,110,1052,3.8,110,1039,1.5,1293,110,6.5,54,927,80.5,9.7,996.5,1009.2,916,1001.9,3,1005.5,12.4,10.5,1200,2.89,19.67,,,,,,4.8,1.8,13.3,-.6,11.4,11.1,11,10.4,9.5,7.6,7.6,10.2,13.9,2.4,3.4,0,{박무}0220-{박무}{강도0}0300-0425. {박무}0455-0515. {햇무리}1540-1620. {박무}1855-2010. {박무}2130-{박무}{강도0}2400-,
104,북강릉,2025-03-27,8.5,6.8,2,13.4,1651,4.3,,,,,2.4,6.6,360,1341,4.2,360,1343,1.2,1028,340,6.2,66,1637,86.3,9.5,993.1,1007.9,2334,999.1,1523,1002.2,12.4,1,1200,1.51,7.37,,,,,,9.6,7.8,11.1,7,10.7,10.8,11,10.5,10.1,7.9,7.8,10.2,13.9,.9,1.3,18.6,-{박무}-0055. {비}0825-0850. {비}0855-{비}{강도0}0900-1110. {햇무리}1650-1715. {박무}2130-{박무}{강도0}2400- {비}2222-{비}{강도0}2400-,
104,북강릉,2025-03-28,4.3,1.6,2325,7.8,1557,14.75,,,,,23.4,6.3,290,1742,3.1,180,1412,1.1,975,20,2.4,55,1736,88,7.4,1004.4,1018.4,2325,1007.8,33,1013.7,12.5,3,1400,2.45,7.45,,,,,,8.4,5.8,9,-2.8,8.1,8.7,9.8,10,9.6,8.1,8.1,10.3,13.9,1.1,1.6,7.2,-{비}-{비}{강도0}0300-{비}{강도0}0600-{비}{강도1}0900-{진눈깨비}0950-{비}1030-{진눈깨비}1155-{진눈깨비}{강도0}1200-{비}{강도0}1255-1425. -{박무}-{박무}{강도1}0300-{박무}{강도1}0600-{박무}{강도0}0900-{박무}{강도0}1200-1255. {비}1730-1750.,
104,북강릉,2025-03-29,4,-.2,522,10,1239,.67,,,,,0,12.7,290,2059,7.7,270,1317,2.6,2257,250,-11.2,16,1119,35,2.8,1009.9,1024.2,2358,1016.4,1558,1019.3,12.5,10.8,1200,3.26,21.68,,,,,,1.4,.8,4.3,-4.5,6.1,7,8.3,8.6,7.7,8.2,8.1,10.1,13.7,3.9,5.6,0,{눈}1450-{눈}{강도0}1500-1530.,
104,북강릉,2025-03-30,4,-.2,626,9,1447,,,,,,,11.7,270,11,5.7,270,15,2.4,2088,290,-12.7,15,952,30.4,2.5,1016.8,1028.5,910,1023.9,13,1026.2,12.5,10.9,1100,3.17,21.26,,,,,,1.9,1.9,3.9,-3.3,5.3,6,7.5,8,7.1,8.2,8.3,10.2,13.8,3.1,4.5,,,
104,북강릉,2025-03-31,6.8,-1,525,11.9,1613,,,,,,,6,140,1146,3.7,140,1451,1.4,1197,110,-3.8,35,941,47.3,4.7,1014.7,1026.5,113,1021.3,1633,1024,12.6,10.8,1200,3.17,23.19,,,,,,2.8,.5,7.2,-5.5,7.5,7.3,7.7,7.8,6.7,8.1,8.3,10.1,13.6,3.4,4.8,,{채운}1625- {햇무리}1645-1645.1750. {채운}1755-1815.,
105,강릉,2025-03-01,10.8,7.1,2319,16.3,1332,,,,,,,6.3,250,341,3.7,250,547,1.7,1458,250,-.4,27,1320,47.8,6.1,1013.8,1019.3,812,1013.7,1553,1017.1,11.4,2.7,1300,2.41,10.38,,,,,,6.6,3.5,8,-.2,6.8,6.7,5.9,5.8,5.2,5.5,8.3,13.2,16.9,2,2.9,,,
105,강릉,2025-03-02,6.1,.6,2158,11.7,446,,,,,,16.9,9.2,270,1116,5.4,290,1124,1.9,1605,70,1.1,40,844,74.4,6.7,1018.2,1026.2,1933,1014.8,301,1021.6,11.4,.1,900,.58,1.93,,,,,,9.8,8.3,3.6,-1.1,4.7,4.9,4.8,5.4,5.6,5.7,8.3,13.2,16.9,.5,.7,,,
105,강릉,2025-03-03,1.6,.3,343,2.6,1155,,,,,,17.5,7.2,50,1152,3.1,70,857,1.6,1360,70,-2.7,56,1616,74.4,5,1025.6,1030.8,1228,1024.8,222,1029.1,11.5,.1,1100,.94,5.48,,,,,,10,8.5,-.5,-.5,1.9,2.3,2.3,3.5,4.1,5.2,9.2,14,17.7,.9,1.3,,,
105,강릉,2025-03-04,2,.4,149,3.3,1054,,,,,,10.1,6.7,70,913,2.9,90,847,1.5,1322,70,-.7,60,924,83.5,5.9,1022.7,1030.6,9,1023.1,1924,1026.1,11.5,0,1400,.37,2.64,,,,,,9.8,8.1,-.4,-.5,1.4,1.8,1.5,2.6,3.4,5.4,9.1,13.7,17.4,.4,.6,,,
105,강릉,2025-03-05,1.8,.5,659,4,1456,,,,,,14.4,6.7,320,955,3.9,320,1000,1.7,1468,320,.8,76,1422,93.9,6.5,1021.1,1025.7,2123,1023,1545,1024.5,11.5,0,1200,1.09,6.07,,,,,,8.3,7.8,-.8,-.7,1.1,1.4,.8,1.9,,,,,,.7,1,,,
105,강릉,2025-03-06,2.7,-.1,2349,6.5,1447,,,,,,,6.1,250,342,3.7,250,343,1.7,1503,250,-.8,61,1108,78.4,5.8,1023.5,1028.5,2341,1025,10,1026.9,11.6,3.9,1200,2.19,12.25,,,,,,5.9,3,2.1,-1.6,1.9,2.1,1.2,2.1,2.4,4.8,8.7,12.9,16.8,1.3,1.9,,,
105,강릉,2025-03-07,3.9,-.7,655,9.3,1352,,,,,,,7.5,90,1256,4.3,250,743,1.9,1648,250,-1.2,51,1354,70.3,5.6,1025.1,1030.7,826,1027.3,1540,1028.5,11.6,6.9,1200,2.62,14.62,,,,,,4.6,3.8,2.9,-2,2.5,2.7,1.4,2.3,2.5,4.7,8.5,12.6,16.7,1.7,2.4,,,
105,강릉,2025-03-08,6.1,2.1,201,11.1,1325,,,,,,,8.8,250,1142,4.5,230,1151,1.8,1515,250,-.8,37,1308,63,5.9,1021.8,1027.5,7,1023.1,1538,1025.1,11.7,6.6,1100,2.25,14.02,,,,,,5.4,2.1,5.2,-1.5,4.2,4.3,3.1,3.8,3.4,4.6,8.7,12.7,17,2.3,3.3,,,
105,강릉,2025-03-09,6.6,2.5,2349,11.9,1431,,,,,,,7.4,250,702,4.7,250,825,2.2,1869,250,-2.3,31,1040,54.4,5.2,1026,1031.3,1030,1026.6,1,1029.4,11.7,10.8,1200,2.73,18.5,,,,,,0,0,5.8,-1.6,5,5.1,3.9,4.6,4.4,5.1,8.3,12.2,16.5,2.8,4.1,,,
105,강릉,2025-03-10,10.9,2.2,27,17.1,1457,,,,,,,7.4,230,1411,3.8,250,1701,2.3,2003,250,-2.6,21,1654,40.8,5.1,1021.3,1029.1,1,1021.2,2355,1024.6,11.7,10.8,1200,2.7,18.7,,,,,,.4,0,7.3,-2,6.1,6.1,5,5.6,5.3,5.7,7.8,11.9,16.1,4.2,6,,,
105,강릉,2025-03-11,12.6,8.3,601,18.7,1304,,,,,,,7,250,905,3.8,230,918,2,1717,250,-4.3,16,1052,31.6,4.5,1015.3,1021.3,1,1015.9,2359,1018.6,11.8,10.6,1200,2.75,18.95,,,,,,1,0,8.4,.2,7.5,7.4,6.3,6.6,6.1,6.1,7.8,11.9,16,4.5,6.4,,,
105,강릉,2025-03-12,14,10,2358,18.2,1351,,,,,,,10.9,200,1934,5.6,230,1336,3.2,2732,230,-.5,26,413,37.1,6,1010.1,1017.2,2358,1010.4,1536,1013.3,11.8,8.1,1200,2.73,17.27,,,,,,5.3,2.3,9.4,2.1,8.4,8.3,7.4,7.7,7,6.4,7.9,12,16,4.3,6.1,,,
105,강릉,2025-03-13,10.3,5.9,2352,14.7,1206,,,,,,,7.2,270,356,3.9,250,139,2,1734,230,-6,15,1228,32.9,4,1017.8,1024.1,2342,1017,6,1021.1,11.9,9.8,1300,2.61,18.42,,,,,,4.6,.5,8.4,-.4,7.7,7.8,7.1,7.7,7.4,6.7,8.1,12.2,16.1,3.6,5.2,,,
105,강릉,2025-03-14,8.6,4.6,626,12.9,1215,,,,,,,8.3,110,1400,4.4,90,1416,2.2,1871,250,-.6,31,1308,53.6,5.9,1024.9,1030.3,1053,1023.9,10,1028.2,11.9,10.4,1200,2.79,19.2,,,,,,3.9,1.1,8.4,-.7,7.4,7.6,7,7.5,7.5,7.1,8.1,12.1,15.9,2.9,4.1,,,
105,강릉,2025-03-15,7.4,4.8,315,11,1043,,,,,,0,9.6,110,1227,5.9,110,1240,2.3,1959,140,1.7,46,1034,67.6,6.9,1021.9,1028.8,1,1020.5,2345,1025.2,11.9,.9,1000,1.68,6.75,,,,,,9.6,7.1,6.3,2.5,6.5,6.7,6.6,7.3,7.3,6.9,8.9,12.8,16.6,1.4,2,,,
105,강릉,2025-03-16,4.6,.8,2359,7.1,128,,,,,,6.6,8.1,90,1432,5.2,320,1359,1.7,1428,320,2.4,63,1946,86.6,7.3,1008.4,1020.5,1,1008.5,1341,1011.8,12,0,1200,.84,5,,,,,,10,8.3,5.9,-.7,6.1,6.4,6.2,6.8,7,7,9.1,12.8,16.6,.7,.9,,,
105,강릉,2025-03-17,2.9,0,143,6.5,1507,,,,,,17.7,10,340,208,4.7,320,159,2.1,1843,320,-3.7,31,1800,66.1,4.8,1012.3,1017.2,919,1010.7,9,1015.6,12,6.5,1100,2.41,16.26,,,,,,8.5,4.8,.2,-.7,3.8,4.1,4,5.3,6.1,6.8,9.5,13.1,16.9,2,2.8,,,
